seg_word,count_word,,,
al   sorriso   微笑 餐廳  -  台北 【 al   sorriso 】 EZTABLE   2019   線 上 美食 旅展 ， 預付   $ 380/ 人 ， 可 抵 現場 消費   $ 400/ 人 ， 並 享結 帳 9 折 優惠 ！  -  3,46,,,
Alpha   Nails   &   Spa   美甲 美學 設計宅  -  手 單色 凝膠   +   基礎 保養 ｜ 可 換購 足部   -  1,26,,,
am   Daily  -  台北 【 am   Daily 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   400   元 / 人 ， 用餐 即 可 現折   450   元 消費 ！  -  2,38,,,
am   Daily  -  現場   700   元折 抵 ｜ 義國 享受  -  2,15,,,
AN58   承德店  -  精緻 雙人 套餐  -  1,9,,,
AN58   歐陸 小 酒館  -  現場   300   元折 抵 ｜ 贈 飲品   /   脆薯  -  1,21,,,
AN58 西班牙 創意 料理 （ 承德店 ） -  【 AN58 西班牙 創意 料理   ( 承德店 ) 】 EZTABLE   雙 12 優惠 ， 預付   $ 550/2 人 ， 可 享 鹽烤 翼板 牛排 6 oz 買 一 送 一 ( 原價$ 1100 ) -  1,45,,,
Annie's   House  -   現場   300   元 折抵  -  2,13,,,
Aqua 水相 餐廳  -  台中 【 Aqua   水相 餐廳 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   300   元 / 人 ， 用餐 即 可 享有 用餐 全面 消費 結帳 享 9 折 優惠   ( 酒品 除外 ) ！  -  2,47,,,
Aqua 水相 餐廳  -  台中 【 Aqua   水相 餐廳 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   300   元 / 人 ， 用餐 即 可 享有 用餐 全面 消費 結帳 享 9 折 優惠   ( 酒品 除外 ) ！  -  5,47,,,
Aqua 水相 餐廳  -  台中 【 Aqua   水相 餐廳 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   300   元 / 人 ， 用餐 即 可 享有 用餐 全面 消費 結帳 享 9 折 優惠   ( 酒品 除外 ) ！  -  6,47,,,
Aqua 水相 餐廳  -  台中 【 Aqua   水相 餐廳 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   300   元 / 人 ， 用餐 即 可 享有 用餐 全面 消費 結帳 享 9 折 優惠   ( 酒品 除外 ) ， 六 人 以上 加贈 開胃 小點 兩 份 ， 八 人 以上 贈 三 份 ， 十二 人 以上 贈 四 份 ( 價值$ 141/份 ， 贈送 品項 依 現場 當日 供應 為 準 )  -  2,81,,,
Art   aNew  -  風味 熱拿鐵   1   杯  -  1,12,,,
Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會  -  台北 【 Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ，   用餐 可 抵   $ 550   消費 ( 可 抵 酒水費 及 服務費 ) -  1,60,,,
Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會  -  台北 【 Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ，   用餐 可 抵   $ 550   消費 ( 可 抵 酒水費 及 服務費 ) -  2,60,,,
Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會  -  台北 【 Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ，   用餐 可 抵   $ 550   消費 ( 可 抵 酒水費 及 服務費 ) -  3,60,,,
Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會  -  台北 【 Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ，   用餐 可 抵   $ 550   消費 ( 可 抵 酒水費 及 服務費 ) -  5,60,,,
Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會  -  台北 【 Asia   49 亞洲 料理 及 酒廊  -  Mega   50 餐飲 及 宴會 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ，   用餐 可 抵   $ 550   消費 ( 可 抵 酒水費 及 服務費 ) -  7,60,,,
Baan   Taipei  -   現場 折抵   800   元  -  3,13,,,
Bagel   Bagel   Cafe   Bar   ( 松江 南京站 ） -  【 Bagel   Bagel   Cafe   Bar】EZTABLE   獨家 方案 ， 預付   $ 450   / 人 ， 現場 可 抵 消費   $ 500  -   2,42,,,
BarSip   餐酒 ( 南京 復興 ) -  台北 【 BarSip   餐酒 】 EZTABLE   獨家 方案 ， 預付   NT$ 500/ 人 ,31,,,
BeApe 法國 傳統 餐酒館  -  台北 【 BeApe 法國 傳統 餐酒館 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   $ 600/ 人 ， 店家 招待   house   wine   一 杯 或   $ 150   內 無 酒精 飲料   ( 2 擇 1 ) ， 不 適用 於 商業 午餐 ！ ( 預付額 可 抵用   $ 600   消費 ) -  2,68,,,
BeApe 法國 傳統 餐酒館  -  台北 【 BeApe 法國 傳統 餐酒館 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費$ 600/ 人 ， 招待 150 元 內 無 酒精 飲料 乙杯 。 （ 預付額 可 抵用$ 600 消費 ， 不 適用 於 商業 午餐 ） -  2,47,,,
BeApe 法國 傳統 餐酒館  -  台北 【 BeApe 法國 傳統 餐酒館 】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費$ 600/ 人 ， 招待 150 元 內 無 酒精 飲料 乙杯 。 （ 預付額 可 抵用$ 600 消費 ， 不 適用 於 商業 午餐 ） -  5,47,,,
Bea's   Bistro   美式 餐館  - ,18,,,
Bea's   Bistro   美式 餐館  -  雙人 超值 套餐 ｜ 美式 風格  -  1,15,,,
bEEru 啤 調客 精釀 啤 酒屋  -  台北 【 bEEru 啤 調客 精釀 啤 酒屋 】 EZTABLE   獨家 方案 ， 預付   $ 360/ 人   用餐 可 抵   $ 500   消費   -  8,37,,,
BELLEZZA   SALON  -   法國 頂級   René   Furter   頭皮 肩頸 深層   SPA  -   1,20,,,
BELLEZZA   SALON   -  健康 紓壓 洗髮   +   資深 造型師 剪髮  -  1,16,,,
Bencotto  -  台北 文華 東方 酒店  -  台北 【 台北 文華 東方 酒店   BENCOTTO 】 EZTABLE   春季 快閃 優惠 ， 午晚餐 預付   $ 1500   / 人 ， 可 折抵 現場 消費$ 2150  -  2,38,,,
Bencotto  -  台北 文華 東方 酒店  -  台北 【 台北 文華 東方 酒店   BENCOTTO 】 EZTABLE   獨家 方案 ， 午餐 預付 餐費   1500   元 / 人 ， 用餐 可 抵   1700   元 消費 ！  -  4,42,,,
Bencotto  -  台北 文華 東方 酒店  -  台北 【 台北 文華 東方 酒店   BENCOTTO 】 EZTABLE   獨家 方案 ， 晚餐 預付 餐費   1500   元 / 人 ， 現場 可 抵   1800   元 消費  -  1,41,,,
Bencotto  -  台北 文華 東方 酒店  -  台北 【 台北 文華 東方 酒店   BENCOTTO 】 EZTABLE   獨家 方案 ， 晚餐 預付 餐費   1500   元 / 人 ， 現場 可 抵   1800   元 消費  -  2,41,,,
Ben's   Cookies  -   暹羅 百麗宮  -  5% 折扣 優惠券  -  1,13,,,
BFLO   Restaurant   &   Cafe   水牛城 餐廳  -  台北 【 BFLO   Restaurant   &   Cafe   水牛城 餐廳 】 EZTABLE   獨家 方案 ， 預付   $ 400/ 人   免費 送 英式 甜點 （ 價值$ 120 ) -  1,44,,,
Bianco   Taipei   義大利 白色 餐廳  -  台北 【 Bianco   Taipei   義大利 食材 餐廳 】 EZTABLE   獨家 方案 ， 每人 訂位 並 預付 餐費   450   元 ， 現場 即 可 抵   500   元 消費 。 -  6,44,,,
B - Plus 攀岩館  -  學生 單次 入場 ｜ 可 換 購 成人  -  1,15,,,
BSB 美式 餐廳  -  台北 【 BSB 美式 餐廳 】 EZTABLE   獨家 方案 ， 預付   $ 200/ 人 ， 享 獨家 保留位 ！  -  3,27,,,
C   spa   台中 博館店  -  米菁萃 淨膚 調理   60   min  -   1,17,,,
C   Spa 台中 西屯店  -  能量 調息   SPA   課程   90   分鐘  -  1,18,,,
C2   Café  C'est   la   vie  -   外帶 咖啡   45   元 起 ｜ 整個 城市 都 是 我 的 咖啡館  -  1,27,,,
Café   Lounge   咖啡 酒吧  -  宜蘭力 麗威斯汀度假 酒店  -  宜蘭 【 Café   Lounge   咖啡 酒吧 - 宜蘭力 麗威斯汀度 假酒店 】   EZTABLE 獨家 方案 ， 預付   $ 774/2 人 ， 享雙人 浪漫 下午 茶 乙客 （ 原價＄ 968 ） -  1,45,,,
Cafe   Shih   &   The   Ark  -  140   元 咖啡 飲品 任選  -  1,18,,,
CAFE49   美 侖 商旅   Parkview   Taipei   ( 全新 開幕 ) -  台北 【 美 侖 商旅 - CAFE49 】 EZTABLE   情人節 方案 ， 預付$ 1200/ 人 ( 原價 : $ 1320 ) ， 可 享限量 情人 套餐A   ( 美國 頂級 菲力牛 ） 再 贈 戀人 調酒/乙杯  -  2,53,,,
CAFE49   美 侖 商旅   Parkview   Taipei   ( 全新 開幕 ) -  台北 【 美 侖 商旅 - CAFE49 】 EZTABLE   獨家 方案 ， 預付$ 999/ 人 可享 聖誕 跨年 限量 套餐 乙份 （ 原價$ 1100/ 人 ） （ 此 價格 已 含 服務費 10% ） -  2,50,,,
CAFE49   美 侖 商旅   Parkview   Taipei   ( 全新 開幕 ) -  台北 【 美 侖 商旅 - CAFE49 】 EZTABLE   獨家 優惠 ， 平假日 午 晚餐 預付   $ 500/ 人 ， 享 獨家 保留位 ！  -  10,42,,,
CAFE49   美 侖 商旅   Parkview   Taipei   ( 全新 開幕 ) -  台北 【 美 侖 商旅 - CAFE49 】 EZTABLE   獨家 優惠 ， 平假日 午 晚餐 預付   $ 500/ 人 ， 享 獨家 保留位 ！  -  2,42,,,
Capstone   Steakhouse   教父 牛排 高雄店  -  高雄 【 Capstone   Steakhouse 】EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   500   元 / 人 ， 贈 「 開胃 飲品 」 一 杯 ！ ( 預付額 可 抵用   500   元 / 人   消費 ) -  2,51,,,
Capstone   Steakhouse   教父 牛排 高雄店  -  高雄 【 Capstone   Steakhouse 】EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   500   元 / 人 ， 贈 「 開胃 飲品 」 一 杯 ！ ( 預付額 可 抵用   500   元 / 人   消費 ) -  4,51,,,
Casa   de   Amigos  -  雙人 套餐 ｜ 微笑 西班牙  -  1,13,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   春節 保留位 ， 1/24   午餐   $ 1078/ 人   ( 含 服務費 ) -  2,32,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   超低 優惠價 只 到 12/31 ， 六日 下午 茶 吃 到 飽優 惠價   539   元 / 人   ( 原價   638   元 ) -  1,44,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   超低 優惠價 只 到 12/31 ， 六日 下午 茶 吃 到 飽優 惠價   539   元 / 人   ( 原價   638   元 ) -  3,44,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   超低 優惠價 只 到 12/31 ， 平日 、 週日 晚餐 吃 到 飽優 惠價   748   元 / 人   ( 原價   1 	 012   元 ) -  2,47,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   超低 優惠價 只 到 12/31 ， 平日 下午 茶 吃 到 飽優 惠價   462   元 / 人   ( 原價   638   元 ) -  2,44,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   超低 優惠價 只 到 12/31 ， 平日 下午 茶 吃 到 飽優 惠價   462   元 / 人   ( 原價   638   元 ) -  3,44,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   超低 優惠價 只 到 12/31 ， 平日 午餐 吃 到 飽優 惠價   638   元 / 人   ( 原價   858   元 ) -  1 < br > 台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   雙 12 優惠 ， 平日 午餐 兩 人 只要   $ 1212/2 人 ( 原價$ 1716 ) -  1,74,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   獨家 方案 ， 平日 午餐 吃 到 飽優 惠價   $ 695   / 人   ( 原價   858   元 ) -  2,40,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   獨家 方案 ， 平日 午餐 吃 到 飽優 惠價   $ 695   / 人   ( 原價   858   元 ) -  3,40,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   獨家 方案 ， 平日 晚餐 吃 到 飽優 惠價   $ 825/ 人   ( 原價   1 	 012   元 ) -  2,40,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   獨家 方案 ， 平假日 下午 茶 吃 到 飽優 惠價   $ 515/ 人   ( 原價   638   元 ) -  1,39,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   獨家 方案 ， 平假日 下午 茶 吃 到 飽優 惠價   $ 515/ 人   ( 原價   638   元 ) -  2,39,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   獨家 方案 ， 平假日 下午 茶 吃 到 飽優 惠價   $ 515/ 人   ( 原價   638   元 ) -  3,39,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   獨家 方案 ， 假日 午晚餐 吃 到 飽優 惠價   $ 868/ 人   ( 原價   1 	 078   元 ) -  1,40,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   獨家 方案 ， 假日 午晚餐 吃 到 飽優 惠價   $ 868/ 人   ( 原價   1 	 078   元 ) -  4,40,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   雙 12 優惠 ， 平日 下午 茶 優惠 加碼 再 折   $ 12 ， 全台 最低價 只要   $ 450/ 人   ( 原價$ 638 )   -  1,45,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   雙 12 優惠 ， 平日 下午 茶 優惠 加碼 再 折   $ 12 ， 全台 最低價 只要   $ 450/ 人   ( 原價$ 638 )   -  2,45,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   雙 12 優惠 ， 平日 下午 茶 優惠 加碼 再 折   $ 12 ， 全台 最低價 只要   $ 450/ 人   ( 原價$ 638 )   -  3,45,,,
CHECKERS - 台北 凱撒 大飯店  -  台北 【 CHECKERS - 台北 凱撒 大飯店 】 EZTABLE   雙 12 優惠 ， 平日 午餐 兩 人 只要   $ 1212/2 人 ( 原價$ 1716 ) -  1,34,,,
Chili's   奇利斯 美式 餐廳  -  台北 信義店 （ NEO19 ）  -  【 Chili's   Grill   &   Bar   美式 休閒 餐廳 】 EZTABLE   獨家 方案 ， 預付   500/ 人 ， 現場 可 抵用   550   元 ！  -  2,45,,,
Chinese   Whispers 悄悄 話餐 酒館  -  台北 【 Chinese   Whispers 悄悄 話餐 酒館 】 EZTABLE   獨家 方案 ， 預付$ 500/ 人 ， 可 抵 現場 消費$ 700  -   2,33,,,
Chocofresa   Hair   &   Makeup   Studio   -   洗   +   剪   +   吹 整  -  1,24,,,
CL   Salon   北車 髮型 形象店  -  CL   哥德式 洗   +   護 基礎 保養  -  1,20,,,
Classic   Milk   內湖 227  -  CM堡   +   沙沙奶 ｜ 可 換購 其他 飲品  -  1,19,,,
Classic   Milk   松江 36  -  CM堡   +   沙沙奶 ｜ 可 換購 其他 飲品  -  1,19,,,
coco   Brownies  -  原味 可可 布朗尼  -  1 < br > 抹茶 布朗尼  -  1 < br > Oreo 布朗尼  -  1 < br > 巧克力 脆片 布朗尼  -  1 < br > 花生 醬瑪芬  -  1 < br > 抹茶 巧克力 豆瑪芬  -  1 < br>酸檸檬瑪芬  -  1 < br > 香 橙 瑪芬  -  1,58,,,
Commons   -   350   元 飲品 任選   2   杯  -  1,15,,,
CRE.a   Hair   Salon   信義店  -  植 村 秀洗雅指   +   造型 剪髮  -  1,18,,,
DA   ANTONIO   大安東尼   By   隨意 鳥 地方  -  Cozzi   民生店  -  台北 【 大安東尼義 大利菜 - 隨意 鳥 地方 ( Cozzi 民生店 ) 】 EZTABLE   獨家 方案 ， 任選 單杯 飲品   ( 可 含 酒精 )   +   餐點 三 選 一   組合價   $ 388 + 10% / 人  -  2,61,,,
DA   ANTONIO   大安東尼   By   隨意 鳥 地方  -  Cozzi   民生店  -  台北 【 大安東尼義 大利菜 - 隨意 鳥 地方 ( Cozzi 民生店 ) 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ， 現折   $ 550   元 ！  -  1,49,,,
DA   ANTONIO   大安東尼   By   隨意 鳥 地方  -  Cozzi   民生店  -  台北 【 大安東尼義 大利菜 - 隨意 鳥 地方 ( Cozzi 民生店 ) 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ， 現折   $ 550   元 ！  -  3 < br > 台北 【 大安東尼義 大利菜 - 隨意 鳥 地方 ( Cozzi 民生店 ) 】 EZTABLE   獨家 方案 ， 任選 單杯 飲品   ( 可 含 酒精 )   +   餐點 三 選 一   組合價   $ 388 + 10% / 人  -  1,97,,,
DA   ANTONIO   大安東尼   By   隨意 鳥 地方  -  Cozzi   民生店  -  台北 【 大安東尼義 大利菜 - 隨意 鳥 地方 ( Cozzi 民生店 ) 】 EZTABLE   獨家 方案 ， 預付   $ 500/ 人 ， 現折   $ 550   元 ！  -  5,49,,,
DA   ANTONIO   大安東尼   By   隨意 鳥 地方  -  台北 101   5 樓   -  台北 【 DA   ANTONIO   By   隨意 鳥 地方   】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   500   元 / 人 ， 用餐 即 可 現折   550   元 消費 ！  -  2,59,,,
DA   ANTONIO   大安東尼   By   隨意 鳥 地方  -  台北 101   5 樓   -  台北 【 DA   ANTONIO   By   隨意 鳥 地方   】 EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   500   元 / 人 ， 用餐 即 可 現折   550   元 消費 ！  -  4,59,,,
DA   ANTONIO   大安東尼   By   隨意 鳥 地方  -  台北 101   5 樓   -  台北 【 DA   ANTONIO   By   隨意 鳥 地方   】 EZTABLE   獨家 方案 ， 訂位 預付$ 588/ 人 ， 用餐 可 現折   $ 800 消費 ！  -  1,51,,,
DA   ANTONIO   大安東尼   By   隨意 鳥 地方  -  台北 101   5 樓   -  台北 【 DA   ANTONIO   大安東尼   By   隨意 鳥 地方  -  台北 101   5 樓 】 EZTABLE   獨家 套餐   75   折 ， 西班牙   Josper   烤箱 炭烤 菲力 牛 排套餐 優惠價   $ 999 + 10% / 人   -  2,66,,,
Daijobu   旅遊 網卡 專家  -  郵寄   |   日本   5   天   |   吃 到 飽  -  1,23,,,
Daijobu   旅遊 網卡 專家  -  郵寄   |   星泰 5 天   |  2.5 GB  -   5,20,,,
Daijobu   旅遊 網卡 專家  -  郵寄 ｜ 港澳   3 - 7   天 ｜ 每日 2GB  -  1,20,,,
Daimie   Beauty   Salon   -  手   /   足部 指定 造型款  -  1,16,,,
Danny   &   Company  -  台北 【 Danny   &   Company   （ 四維店 ） 】 EZTABLE   獨家 方案 ， 預付   500   元 / 人 現場 可 抵 500 元 ， 並 加贈 「 精選 葡萄酒 」 一 杯 （ 欲 享用 鐵板 燒套餐 請 備註 說明 ） -  1,54,,,
Dazzling   Cafe   Badass   Babes   Club  -  台北 【 Dazzling   Cafe   Badass   Babes   Club】EZTABLE   獨家 方案 ， 訂位 並 預付 餐費   200   元 / 人 ， 用餐 即 可 現折   220   元 消費 ！  -  3,48,,,
